tconst,title,original_title,year,genre,duration,country,language,director,writer,description,avg_vote,votes,imageurls
tt0007367,The Social Secretary,The Social Secretary,1916,"Comedy, Drama",52,USA,English,John Emerson,"John Emerson, Anita Loos","To avoid unwanted attention at her next job, a young professional disguises herself, leading to some unintended consequences.",5.3,509,"https://m.media-amazon.com/images/M/MV5BYjAwNGQzMTItYWM0Ny00ZjgzLWI3ODYtNmJiMmY1MjI5MDg4XkEyXkFqcGdeQXVyNjA5MTAzODY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0007558,Where Are My Children?,Where Are My Children?,1916,Drama,62,USA,English,"Phillips Smalley, Lois Weber","Lucy Payton, Franklyn Hall",A District Attorney's outspoken stand on abortion gets him in trouble with the local community.,6.3,591,"https://m.media-amazon.com/images/M/MV5BM2UxNTNiYjYtYjZkYy00MzI0LWExZWItZDZhOWEzNWFkZGMzXkEyXkFqcGdeQXVyMTk2MzI2Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0007610,'49-'17,'49-'17,1917,"Drama, Western",61,USA,English,Ruth Ann Baldwin,"William Wallace Cook, Ruth Ann Baldwin",A retired judge comes West to restore a ghost town.,5.9,267,"https://m.media-amazon.com/images/M/MV5BNGYyNzY4MWUtOTllNS00MjVjLWExNTktYjcwMWFlOTE0ZTQ1XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0008011,A Girl's Folly,A Girl's Folly,1917,Comedy,65,USA,,Maurice Tourneur,"Frances Marion, Maurice Tourneur","A restless young girl yearns to leave her rural environment and ""get away from it all"". One day she stumbles upon a film crew shooting a western near her home. She makes friends with the ...",6.1,135,"https://m.media-amazon.com/images/M/MV5BNTJlMzgzODMtMTcxZS00NTZhLTg2NTctZGM2YmM5ZGQ3N2QxXkEyXkFqcGdeQXVyNjA5MTAzODY@._V1_UY268_CR4,0,182,268_AL_.jpg"
tt0008309,A Modern Musketeer,A Modern Musketeer,1917,"Adventure, Comedy, Western",68,USA,English,Allan Dwan,"Allan Dwan, E.P. Lyle Jr.","A restless young man travels west, encountering adventure, romance, and danger.",6.7,257,"https://m.media-amazon.com/images/M/MV5BMTBmNGUyODQtZTU1NC00YTE5LWJiZDMtZDI0ZmNlYzA3MGE0XkEyXkFqcGdeQXVyNjA5MTAzODY@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0008519,A Romance of the Redwoods,A Romance of the Redwoods,1917,"Adventure, Comedy, Drama",91,USA,,Cecil B. DeMille,"Cecil B. DeMille, Jeanie Macpherson",A young girl travels west to live with her uncle during the California Gold Rush only to find that he has been killed by Indians and his identity assumed by an outlaw.,5.7,727,"https://m.media-amazon.com/images/M/MV5BOTRiZjFlY2YtYmJmZC00ZjQ3LTg3MzItNDdlMjNiZGZkNjg3XkEyXkFqcGdeQXVyMjcxNjI4NTk@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0008652,A Tale of Two Cities,A Tale of Two Cities,1917,"Drama, History, Romance",70,USA,,Frank Lloyd,"Charles Dickens, Frank Lloyd","Alcoholic lawyer Sydney Carton travels to Paris during the Reign of Terror to rescue French aristocrat Charles Darnay, husband of the woman he loves.",6,108,"https://m.media-amazon.com/images/M/MV5BNjJkOTRlOTAtZjQ5Ni00NjEzLWI0NDctYjczYTk5MmIzNTQ2XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UY268_CR2,0,182,268_AL_.jpg"
tt0007755,Bucking Broadway,Bucking Broadway,1917,Western,53,USA,English,John Ford,George Hively,A ranch foreman battles a rich stockbroker for the affections of a beautiful young woman.,6,468,"https://m.media-amazon.com/images/M/MV5BYmQxYmM4YTctZjBkMy00OTIwLTgyNmYtMjgxOGY0MTg4NWY3XkEyXkFqcGdeQXVyNDY1NzU5NjY@._V1_UY268_CR3,0,182,268_AL_.jpg"
tt0007801,Cleopatra,Cleopatra,1917,"Biography, Drama, History",125,USA,English,J. Gordon Edwards,"Adrian Johnson, Émile Moreau","The story of Cleopatra, the fabulous queen of Egypt, and the epic romances between her and the greatest men of Rome, Julius Caesar and Antony.",6.5,298,"https://m.media-amazon.com/images/M/MV5BZDVkYTUwYTItOTAzNi00YzNjLWFmMjYtMzRlNmNmMDZjNDYzXkEyXkFqcGdeQXVyODQyNDU4OTk@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0008489,"Raffles, the Amateur Cracksman","Raffles, the Amateur Cracksman",1917,"Adventure, Crime, Romance",70,USA,English,George Irving,"E.W. Hornung, Anthony Paul Kelly",Gentleman burglar Raffles tries to get his hand on a priceless pearl.,6.4,130,"https://m.media-amazon.com/images/M/MV5BZDM4NTc0NWUtZWVjZi00NDg0LTliYWItZTNjNzFhNjZjODMxXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0008499,Rebecca of Sunnybrook Farm,Rebecca of Sunnybrook Farm,1917,"Comedy, Drama",78,USA,English,Marshall Neilan,"Frances Marion, Charlotte Thompson","With her family in financial difficulties, Rebecca is sent to live with her two strict, unfeeling aunts, who do not appreciate the young girl's charm and energy. Rebecca must make new ...",6.1,770,"https://m.media-amazon.com/images/M/MV5BOTUwZmU1MzMtMTg2My00YWU4LTk0MTAtNDQ2NzNiODE1MTc3XkEyXkFqcGdeQXVyNDY1NzU5NjY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0008634,Straight Shooting,Straight Shooting,1917,Western,57,USA,English,John Ford,George Hively,"Cattleman Flint cuts off farmer Sims' water supply. When Sims' son Ted goes for water, one of Flint's men kills him. Cheyenne is sent to finish off Sims, but finding the family at the newly dug grave, he changes sides.",6.2,372,"https://m.media-amazon.com/images/M/MV5BMThiNTNkMGEtOGRlZC00ZGFhLWI2NTEtYWI5ZGZhYTUwNmRjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0008188,The Little American,The Little American,1917,"Drama, Romance, War",80,USA,English,"Cecil B. DeMille, Joseph Levering",Jeanie Macpherson,"A young American has her ship torpedoed by a German U-boat but makes it back to ancestral home in France, where she witnesses German brutality firsthand.",5.9,608,"https://m.media-amazon.com/images/M/MV5BMjRkMjkzZTEtYTA4MC00MWNhLWI2MzItMzBhNmI2MWM1ZDBmXkEyXkFqcGdeQXVyNDY1NzU5NjY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0008196,The Little Princess,The Little Princess,1917,Drama,62,USA,English,Marshall Neilan,"Frances Hodgson Burnett, Frances Marion","Little Sara Crewe is placed in a boarding school by her father when he goes off to war, but he does not understand that the headmistress is a cruel, spiteful woman who makes life miserable ...",5.7,638,"https://m.media-amazon.com/images/M/MV5BMmM0N2FhZmMtNTBmMC00YzM2LWJlNjMtNWY5OWEwNDRkYTgwXkEyXkFqcGdeQXVyMjcxNjI4NTk@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0008443,The Poor Little Rich Girl,The Poor Little Rich Girl,1917,"Comedy, Drama, Family",65,USA,English,Maurice Tourneur,"Eleanor Gates, Frances Marion",The wealthy but selfish parents of a lonely young girl begin to rethink what is important to them after a servant's irresponsibility results in a crisis.,6.7,1266,"https://m.media-amazon.com/images/M/MV5BNTJkNWY0YjctNGRlZC00YzY3LTljMzYtMDI0OGIwYmQzYWFkXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UY268_CR6,0,182,268_AL_.jpg"
tt0008679,Tillie Wakes Up,Tillie Wakes Up,1917,Comedy,48,USA,,Harry Davenport,"Frances Marion, Mark Swan","On the third floor of the apartment house at 003 Findlet Avenue lived Mr. and Mrs. Henry Tinkelpaw. The neighbors said it was a shame the way he neglected his poor wife, but Tillie's ...",4.8,481,"https://m.media-amazon.com/images/M/MV5BMGViZDdhNjQtZmFmNy00MmQzLTg4MWMtMzJmMjAwNGI1ZTFhXkEyXkFqcGdeQXVyNjA5MTAzODY@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0008687,Tom Sawyer,Tom Sawyer,1917,"Adventure, Comedy, Drama",59,USA,English,William Desmond Taylor,"Mark Twain, Julia Crawford Ivers","Tom Sawyer, a young Missouri lad, finds fun and adventure with his pals Joe Harper and Huckleberry Finn, running away to hide out on Jackson's Island and pretending to be Mississippi River ...",6.1,140,"https://m.media-amazon.com/images/M/MV5BZThhYTU4NjMtMjQ4ZC00ZjE2LWI0MjMtMzdiZTU3OWE0MmI0XkEyXkFqcGdeQXVyNDY1NzU5NjY@._V1_UY268_CR0,0,182,268_AL_.jpg"
tt0008775,Wild and Woolly,Wild and Woolly,1917,"Comedy, Western, Romance",72,USA,English,John Emerson,"Horace B. Carpenter, Anita Loos","A rich young Easterner who has always wanted to live in ""the Wild West"" plans to move to a Western town. Unknown to him, the town's ""wild"" days are long gone, and it is an orderly, ...",6.4,557,"https://m.media-amazon.com/images/M/MV5BMDBhMTZlYWQtOTBkOS00YTFjLTllZjAtOWU3ZDUyZTA1YjljXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0009475,A Pair of Silk Stockings,A Pair of Silk Stockings,1918,"Comedy, Romance",60,USA,English,Walter Edwards,"Cyril Harcourt, Edith M. Kennedy",A Pair of Silk Stockings is a 1918 American silent marital comedy film starring Constance Talmadge and Harrison Ford. It was directed by Walter Edwards and produced and distributed by ...,4.4,484,"https://m.media-amazon.com/images/M/MV5BZjI2MGU3NWUtZWY1NS00MzM4LWEyZGEtOTA1NzQwMmE2ODI5XkEyXkFqcGdeQXVyNjA5MTAzODY@._V1_UY268_CR2,0,182,268_AL_.jpg"
tt0008827,Amarilly of Clothes-Line Alley,Amarilly of Clothes-Line Alley,1918,"Comedy, Romance",67,USA,English,Marshall Neilan,"Frances Marion, Belle K. Maniates","Amarilly comes from a large family in a working-class neighborhood. She is happy with her family and her boyfriend Terry, a bartender in a cafe. But one day she meets Gordon, a sculptor who...",5.8,740,"https://m.media-amazon.com/images/M/MV5BZWQxM2M5OTctNWIwMS00MWFlLThhY2MtNWM4OTViNzI1MjE0XkEyXkFqcGdeQXVyNDY1NzU5NjY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0008930,Broadway Love,Broadway Love,1918,Romance,60,USA,English,Ida May Park,"Ida May Park, W. Carey Wonderly","A small-town girl goes to New York hoping to become a star on Broadway, but the best she can do are roles as chorus girls. She falls in with a ""fast"" crowd, notably a ""party girl"" named ...",6,116,"https://m.media-amazon.com/images/M/MV5BMGYzMDYxZGItNDFlMy00NTUzLTlhZTQtNWM2MzdhN2FjYWMzXkEyXkFqcGdeQXVyNTUyNzA5ODE@._V1_UY268_CR8,0,182,268_AL_.jpg"
tt0175524,Chase Me Charlie,Chase Me Charlie,1918,Comedy,46,USA,English,"Charles Chaplin, Langford Reed","Charles Chaplin, Langford Reed","Chase Me Charlie was an anthology consisting of excerpts from several of Chaplin's short films made for the Essanay Company, including The Tramp, Shanghaied, In the Park and The Bank.",6.3,101,"https://m.media-amazon.com/images/M/MV5BYzRiMDBjMWUtOGVkZi00NWVjLTg0ZDEtNDEwMjA2YjU2OGJhXkEyXkFqcGdeQXVyNjg2Nzg5ODk@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0009150,Cuori del mondo,Hearts of the World,1918,"Drama, War",117,USA,English,D.W. Griffith,"D.W. Griffith, D.W. Griffith",Young lovers in a French village are torn apart with the coming of the Great War.,6.4,906,"https://m.media-amazon.com/images/M/MV5BMTc0MjM0NjEwNV5BMl5BanBnXkFtZTgwODM3Njk5MTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0009153,Indemoniato,Hell Bent,1918,Western,50,USA,,John Ford,"John Ford, Harry Carey",A cowboy must save his girlfriend from captivity and then cross the desert on foot with a single waterhole on the way.,6.1,112,"https://m.media-amazon.com/images/M/MV5BZTY4ZmM0NGMtZDc1MS00ZGQyLTgwNGQtZTFiY2UwZDk2MDgyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyNDQ2NjI@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0009241,Johanna Enlists,Johanna Enlists,1918,"Comedy, Romance",72,USA,English,William Desmond Taylor,"Rupert Hughes, Frances Marion","A young girl, stifling on her father's backwoods farm, is reinvigorated by the arrival of an army regiment, come to train in the area.",5.1,594,"https://m.media-amazon.com/images/M/MV5BMTAyODUzODI3NjJeQTJeQWpwZ15BbWU4MDI2MDc2MDIx._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0009369,Mickey,Mickey,1918,"Comedy, Drama",93,USA,English,"F. Richard Jones, James Young","Hampton Del Ruth, J.G. Hawks","Mickey, an orphan who has been brought up in a mining settlement, is sent to New York to live with her aunt.",5.9,1061,"https://m.media-amazon.com/images/M/MV5BN2IyZmM2MTgtYWJhNC00YmI1LWFkNTItYzNkN2IzMDNhOTliXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0009326,M'Liss,M'Liss,1918,"Comedy, Drama",73,USA,English,Marshall Neilan,"Bret Harte, Frances Marion","M'liss, a feisty young girl in a mining camp, falls for Charles Gray, the school teacher. Charles is implicated in a murder of which he is innocent, and the two must fight to save him from ...",6.5,119,"https://m.media-amazon.com/images/M/MV5BNTc2NDU2ZWMtZjc1Yi00MTJmLWI2NDAtODM4YWZiN2RlMmJjXkEyXkFqcGdeQXVyMjcxNjI4NTk@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0009440,Old Wives for New,Old Wives for New,1918,Drama,60,USA,English,Cecil B. DeMille,"Jeanie Macpherson, David Graham Phillips","Charles Murdock neglects his fat and lazy wife in favor of Juliet Raeburn but, when Juliet's name is involved in murder, he marries Viola and takes her to Paris.",6.4,178,"https://m.media-amazon.com/images/M/MV5BM2UwYzkwMDctOTBhMi00ZjU4LWI3MDQtMzlhN2NkZmVjZmRhXkEyXkFqcGdeQXVyNjA5MTAzODY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0009608,Shifting Sands,Shifting Sands,1918,Drama,60,USA,English,Albert Parker,Charles T. Dazey,"Marcia Grey is wrongly convicted on trumped-up evidence of a German. After serving her term, she rebuilds her life and marries well. The German then attempts to blackmail her into helping ...",5.1,697,"https://m.media-amazon.com/images/M/MV5BMjI1ZjQ4ZTktNzU4NS00YzI0LWExNWQtMjk1MjIwNDkxMDkyXkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_UY268_CR2,0,182,268_AL_.jpg"
tt0009611,Charlot soldato,Shoulder Arms,1918,"Comedy, War",45,USA,"None, English",Charles Chaplin,Charles Chaplin,Charlie is a boot camp private who has a dream of being a hero who goes on a daring mission behind enemy lines.,7.3,5895,"https://m.media-amazon.com/images/M/MV5BODQ0Mzc5NzczMF5BMl5BanBnXkFtZTgwODkzNzkxMjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0009652,Stella Maris,Stella Maris,1918,Drama,84,USA,,Marshall Neilan,"William J. Locke, Frances Marion",Two young women - a paraplegic girl sheltered by her wealthy guardians and a more experienced orphan - fall in love with a man separated from his violent wife.,6.7,1360,"https://m.media-amazon.com/images/M/MV5BNDlkODM3MTUtMDlhZS00YThiLTk1NzUtMDA2MjdjN2ViODE5XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UY268_CR3,0,182,268_AL_.jpg"
tt0009682,Tarzan of the Apes,Tarzan of the Apes,1918,"Action, Adventure",73,USA,None,Scott Sidney,"Edgar Rice Burroughs, Fred Miller","Reared by a childless ape, the orphaned heir of the Greystokes becomes one of the apes. Then, Dr Porter organises a rescue expedition, and his beautiful daughter, Jane, catches his attention. Has Tarzan of the Apes found the perfect mate?",5.7,684,"https://m.media-amazon.com/images/M/MV5BNjg3OTkzNjMwOF5BMl5BanBnXkFtZTgwNTM2ODAyMjE@._V1_UY268_CR8,0,182,268_AL_.jpg"
tt0008891,L'uccello blu,The Blue Bird,1918,"Family, Fantasy",75,USA,English,Maurice Tourneur,"Maurice Maeterlinck, Charles Maigne","Two peasant children, Mytyl and Tyltyl, are led by Berylune, a fairy, to search for the Blue Bird of Happiness. Berylune gives Tyltyl a cap with a diamond setting, and when Tyltyl turns the...",7,782,"https://m.media-amazon.com/images/M/MV5BMjNlMThmNzItMTZlMS00YzJkLTk1MzktYzIyMzllOGFmZmRlXkEyXkFqcGdeQXVyMzE0MjY5ODA@._V1_UY268_CR7,0,182,268_AL_.jpg"
tt0009086,The Forbidden City,The Forbidden City,1918,"Drama, Romance",62,USA,English,Sidney Franklin,"Mary Murillo, George Scarborough","A Chinese mandarin hopes to regain favor with the Emporer by betrothing her to him, but he doesn't know she's secretly married to the American consul and pregnant.",5.4,281,"https://m.media-amazon.com/images/M/MV5BMjU1MTgzODU5M15BMl5BanBnXkFtZTcwMjU1NDE2Mw@@._V1_UY268_CR43,0,182,268_AL_.jpg"
tt0009356,The Married Virgin,The Married Virgin,1918,Drama,71,USA,English,Joseph Maxwell,"Hayden Talbot, Hayden Talbot",An already engaged young woman is blackmailed into marrying a count in order to save her father from imprisonment.,5.2,616,"https://m.media-amazon.com/images/M/MV5BMjE0Njg3OTUwN15BMl5BanBnXkFtZTcwNTA1NDUxMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg"
tt0009737,The Unbeliever,The Unbeliever,1918,"Drama, War",80,USA,English,Alan Crosland,Mary Raymond Shipman Andrews,"A wealthy young American, bred to class distinction and racial intolerance, enters the Marines during the First World War. In the course of his training and his experiences in the trenches ...",5.9,109,"https://m.media-amazon.com/images/M/MV5BNjNiY2ZmMzAtMmJmYi00ZGZlLWJhMmItYzE1NmZjNDFhZDY1XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
tt0009796,The Whispering Chorus,The Whispering Chorus,1918,Drama,86,USA,English,Cecil B. DeMille,"Jeanie Macpherson, Perley Poore Sheehan","John Trimble has embezzled and obtains another identity by having a mutilated body buried in his place. He is later arrested for murdering himself. During the trial his mother, before dying...",6.8,262,"https://m.media-amazon.com/images/M/MV5BZTJiYWMzNzYtZDgwOC00OGE4LWFmM2UtNzlhM2Q2MDNmNjgwXkEyXkFqcGdeQXVyNjA5MTAzODY@._V1_UY268_CR0,0,182,268_AL_.jpg"
tt0009559,A Romance of Happy Valley,A Romance of Happy Valley,1919,"Drama, Romance",76,USA,English,D.W. Griffith,D.W. Griffith,"John Logan leaves his parents and sweetheart in bucolic Happy Valley to make his fortune in the city. Those he left behind become miserable and beleaguered in his absence, but after several...",6.1,341,"https://m.media-amazon.com/images/M/MV5BY2VhZDc1MzEtODIyZC00YTM4LTlmNjctNDgyMzA3YjZjMTU2XkEyXkFqcGdeQXVyNjA5MTAzODY@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0009915,Behind the Door,Behind the Door,1919,"Drama, Thriller, War",70,USA,English,Irvin Willat,"Gouverneur Morris, Luther Reed",A German-American naval officer takes revenge against the German submarine commander who brutalized his wife.,7.1,165,"https://m.media-amazon.com/images/M/MV5BMmI0NTA4NzYtMjhkMi00ZmY3LWE5OGQtYTE1MjU4NDNlYmYzXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0009937,Mariti ciechi,Blind Husbands,1919,"Drama, Romance",99,USA,English,Erich von Stroheim,"Erich von Stroheim, Erich von Stroheim",An Austrian officer sets out to seduce a neglected young wife.,7,1325,"https://m.media-amazon.com/images/M/MV5BZjNhNDMwMzItN2VlYS00OTYwLTgwYTEtMWJlNGE3OGE0NDg0XkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0009968,Giglio infranto,Broken Blossoms or The Yellow Man and the Girl,1919,"Drama, Romance",90,USA,,D.W. Griffith,"Thomas Burke, D.W. Griffith","A frail waif, abused by her brutal boxer father in London's seedy Limehouse District, is befriended by a sensitive Chinese immigrant with tragic consequences.",7.3,9241,"https://m.media-amazon.com/images/M/MV5BNTY0ODRmZDktMzM2MC00NThmLWEyMDMtODQzNWEyMjMxYTYzXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY268_CR2,0,182,268_AL_.jpg"
tt0010040,Daddy-Long-Legs,Daddy-Long-Legs,1919,"Comedy, Drama",85,USA,English,Marshall Neilan,"Jean Webster, Agnes Christine Johnston","An orphan discovers that she has an anonymous benefactor who is willing to pay her college tuition, unaware he's the same man who has been romantically pursuing her.",6.5,1306,"https://m.media-amazon.com/images/M/MV5BMWYwYTc4NmItYTMwZS00NDFlLWFmYWMtMzdhMGRhNTQzNzliXkEyXkFqcGdeQXVyNjA5MTAzODY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0010071,Don't Change Your Husband,Don't Change Your Husband,1919,Comedy,71,USA,,Cecil B. DeMille,Jeanie Macpherson,"Leila Porter comes to dislike her husband James, a glue king who is always eating onions and looking sloppy. But after she divorces him and marries two-timing playboy Schuyler Van Sutphen the now-reformed James looks pretty good.",6.6,1122,"https://m.media-amazon.com/images/M/MV5BMTQ1NjkzMjA5MF5BMl5BanBnXkFtZTcwMjI2MjEzMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
tt0010103,Eyes of Youth,Eyes of Youth,1919,Drama,78,USA,English,Albert Parker,"Max Marcin, Albert Parker",A young woman at a crossroads is shown what her future would be like for each choice.,5.3,646,"https://m.media-amazon.com/images/M/MV5BOTQ5MTY1NzI2MF5BMl5BanBnXkFtZTcwMDM4ODIxMw@@._V1_UY268_CR43,0,182,268_AL_.jpg"
tt0010137,"For Better, for Worse","For Better, for Worse",1919,Drama,70,USA,English,Cecil B. DeMille,"Jeanie Macpherson, Edgar Selwyn","Dr. Edward Meade and friend Richard Burton both love Sylvia Norcross. Both enlist in the military, but Meade stays back to care for deformed children. Sylvia thinks him a coward and marries...",5.4,697,"https://m.media-amazon.com/images/M/MV5BMjBkMzgwMTMtNDdiYi00YjQxLWJiMWItMzBkNmFmYWVkMjdhXkEyXkFqcGdeQXVyNjA5MTAzODY@._V1_UY268_CR6,0,182,268_AL_.jpg"
tt0010162,Getting Mary Married,Getting Mary Married,1919,Comedy,65,USA,English,Allan Dwan,"John Emerson, Anita Loos",A young woman must resist the charms of a handsome stranger and stay single if she wants to inherit a fortune.,6.5,203,"https://m.media-amazon.com/images/M/MV5BNGVlN2Y3MzUtYzBjNi00MTFiLTkzNDMtOTc0OTRhOTYzZDVjXkEyXkFqcGdeQXVyMjcxNjI4NTk@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0010219,Hawthorne of the U.S.A.,Hawthorne of the U.S.A.,1919,"Adventure, Comedy, Romance",57,USA,English,James Cruze,"James B. Fagan, Walter Woods",,3.9,368,"https://m.media-amazon.com/images/M/MV5BMTQxOTA4OTM5N15BMl5BanBnXkFtZTYwNDg3MTc4._V1_UY268_CR62,0,182,268_AL_.jpg"
